id_gestion,id_mora,fecha_gestion,tipo_contacto,resultado_gestion
42632,31321,2024-09-02 00:00:00,Visita Domiciliaria,Cliente firma acuerdo de pago
42633,31322,2024-09-25 00:00:00,Llamada,Cliente reconoce deuda sin fecha de pago
42634,31323,2024-10-21 00:00:00,Correo,Correo rebotado — dirección inválida
42635,31324,2024-11-23 00:00:00,Llamada,Cliente promete pagar en 5 días
42636,31324,2024-11-27 00:00:00,Visita Domiciliaria,Se deja aviso de cobro en puerta
42637,31324,2024-12-07 00:00:00,Llamada,Buzón de voz — se deja mensaje
42638,31325,2024-12-26 00:00:00,Correo,Cliente confirma recepción y promete pago
42639,31326,2025-01-25 00:00:00,Llamada,Cliente promete pagar en 5 días
42640,31326,2025-01-30 00:00:00,Llamada,Cliente no contesta
42641,31327,2025-02-17 00:00:00,Llamada,Cliente no contesta
42642,31328,2025-03-20 00:00:00,Llamada,Cliente promete pagar en 5 días
42643,31328,2025-03-31 00:00:00,Visita Domiciliaria,Cliente recibe notificación de cobro
42644,31329,2025-04-24 00:00:00,Visita Domiciliaria,Cliente recibe notificación de cobro
42645,31329,2025-04-28 00:00:00,Visita Domiciliaria,Cliente no se encontraba en domicilio
42646,31330,2025-05-26 00:00:00,Correo,Cliente confirma recepción y promete pago
42647,31331,2025-06-22 00:00:00,Visita Domiciliaria,Se deja aviso de cobro en puerta
42648,31331,2025-07-02 00:00:00,Llamada,Cliente no contesta
42649,31331,2025-07-05 00:00:00,Llamada,Cliente solicita refinanciación
42650,31332,2025-07-21 00:00:00,Llamada,Cliente promete pagar en 5 días
42651,31332,2025-07-27 00:00:00,Visita Domiciliaria,Cliente recibe notificación de cobro
42652,31332,2025-08-04 00:00:00,Visita Domiciliaria,Cliente recibe notificación de cobro
42653,31333,2025-08-20 00:00:00,Llamada,Cliente solicita refinanciación
42654,31333,2025-08-30 00:00:00,Visita Domiciliaria,Cliente firma acuerdo de pago
42655,31333,2025-09-06 00:00:00,Visita Domiciliaria,Cliente firma acuerdo de pago
42656,31334,2025-09-20 00:00:00,Visita Domiciliaria,Cliente recibe notificación de cobro
42657,31335,2025-10-19 00:00:00,Llamada,Cliente reconoce deuda sin fecha de pago
42658,31336,2025-11-20 00:00:00,Llamada,Cliente no contesta
42659,31336,2025-11-28 00:00:00,Correo,Correo rebotado — dirección inválida
42660,31336,2025-11-29 00:00:00,Correo,Cliente responde solicitando plazo adicional
42661,31337,2025-12-19 00:00:00,Correo,Correo rebotado — dirección inválida
42662,31337,2025-12-26 00:00:00,Correo,Cliente responde solicitando plazo adicional
42663,31338,2025-09-24 00:00:00,Visita Domiciliaria,Se deja aviso de cobro en puerta
42664,31338,2025-09-28 00:00:00,Visita Domiciliaria,Cliente firma acuerdo de pago
42665,31339,2023-02-23 00:00:00,Llamada,Cliente solicita refinanciación
42666,31339,2023-02-24 00:00:00,Correo,Cliente confirma recepción y promete pago
42667,31340,2023-03-23 00:00:00,Llamada,Cliente no contesta
42668,31341,2023-04-26 00:00:00,Llamada,Cliente reconoce deuda sin fecha de pago
42669,31341,2023-04-24 00:00:00,Visita Domiciliaria,Cliente firma acuerdo de pago
42670,31342,2023-05-24 00:00:00,Visita Domiciliaria,Cliente firma acuerdo de pago
42671,31342,2023-05-23 00:00:00,Visita Domiciliaria,Cliente firma acuerdo de pago
42672,31343,2023-06-19 00:00:00,Correo,Correo enviado sin respuesta
42673,31344,2023-07-25 00:00:00,Llamada,Buzón de voz — se deja mensaje
42674,31345,2023-08-23 00:00:00,Correo,Cliente confirma recepción y promete pago
42675,31345,2023-08-27 00:00:00,Visita Domiciliaria,Se deja aviso de cobro en puerta
42676,31346,2023-09-26 00:00:00,Visita Domiciliaria,Cliente no se encontraba en domicilio
42677,31346,2023-09-23 00:00:00,Visita Domiciliaria,Cliente recibe notificación de cobro
42678,31346,2023-09-30 00:00:00,Llamada,Buzón de voz — se deja mensaje
42679,31347,2023-10-22 00:00:00,Llamada,Cliente solicita refinanciación
42680,31347,2023-11-01 00:00:00,Llamada,Cliente no contesta
42681,31347,2023-11-06 00:00:00,Visita Domiciliaria,Cliente firma acuerdo de pago
42682,31348,2023-11-20 00:00:00,Visita Domiciliaria,Cliente no se encontraba en domicilio
42683,31348,2023-11-27 00:00:00,Llamada,Cliente no contesta
42684,31348,2023-12-07 00:00:00,Llamada,Buzón de voz — se deja mensaje
42685,31349,2023-12-24 00:00:00,Correo,Cliente responde solicitando plazo adicional
42686,31349,2023-12-26 00:00:00,Visita Domiciliaria,Cliente recibe notificación de cobro
42687,31349,2023-12-27 00:00:00,Visita Domiciliaria,Cliente no se encontraba en domicilio
42688,31350,2024-01-23 00:00:00,Visita Domiciliaria,Cliente no se encontraba en domicilio
42689,31350,2024-01-30 00:00:00,Correo,Cliente confirma recepción y promete pago
42690,31350,2024-01-29 00:00:00,Correo,Correo rebotado — dirección inválida
42691,31351,2024-02-21 00:00:00,Llamada,Cliente reconoce deuda sin fecha de pago
42692,31351,2024-03-03 00:00:00,Correo,Correo rebotado — dirección inválida
42693,31351,2024-03-04 00:00:00,Llamada,Cliente no contesta
42694,31352,2024-03-27 00:00:00,Llamada,Buzón de voz — se deja mensaje
42695,31353,2024-04-21 00:00:00,Llamada,Cliente solicita refinanciación
42696,31354,2024-05-21 00:00:00,Visita Domiciliaria,Cliente recibe notificación de cobro
42697,31354,2024-05-29 00:00:00,Visita Domiciliaria,Cliente no se encontraba en domicilio
42698,31354,2024-06-02 00:00:00,Llamada,Buzón de voz — se deja mensaje
42699,31355,2024-06-23 00:00:00,Visita Domiciliaria,Se deja aviso de cobro en puerta
42700,31355,2024-06-24 00:00:00,Llamada,Cliente promete pagar en 5 días
42701,31355,2024-07-04 00:00:00,Visita Domiciliaria,Cliente no se encontraba en domicilio
42702,31356,2024-07-26 00:00:00,Correo,Cliente responde solicitando plazo adicional
42703,31356,2024-07-25 00:00:00,Visita Domiciliaria,Cliente recibe notificación de cobro
42704,31357,2024-08-21 00:00:00,Correo,Cliente confirma recepción y promete pago
42705,31358,2024-09-27 00:00:00,Correo,Correo enviado sin respuesta
42706,31358,2024-10-02 00:00:00,Visita Domiciliaria,Se deja aviso de cobro en puerta
42707,31359,2024-10-23 00:00:00,Visita Domiciliaria,Cliente no se encontraba en domicilio
42708,31360,2024-11-17 00:00:00,Llamada,Cliente solicita refinanciación
42709,31360,2024-11-29 00:00:00,Llamada,Cliente no contesta
42710,31361,2024-12-17 00:00:00,Visita Domiciliaria,Cliente no se encontraba en domicilio
42711,31362,2025-01-26 00:00:00,Llamada,Cliente no contesta
42712,31362,2025-01-23 00:00:00,Visita Domiciliaria,Cliente no se encontraba en domicilio
42713,31362,2025-02-02 00:00:00,Llamada,Buzón de voz — se deja mensaje
42714,31363,2025-02-24 00:00:00,Llamada,Cliente reconoce deuda sin fecha de pago
42715,31363,2025-02-28 00:00:00,Visita Domiciliaria,Se deja aviso de cobro en puerta
42716,31364,2025-03-20 00:00:00,Correo,Cliente confirma recepción y promete pago
42717,31364,2025-03-28 00:00:00,Llamada,Buzón de voz — se deja mensaje
42718,31365,2025-04-18 00:00:00,Visita Domiciliaria,Cliente firma acuerdo de pago
42719,31365,2025-04-24 00:00:00,Visita Domiciliaria,Cliente no se encontraba en domicilio
42720,31366,2025-05-21 00:00:00,Correo,Cliente responde solicitando plazo adicional
42721,31366,2025-05-27 00:00:00,Llamada,Cliente solicita refinanciación
42722,31366,2025-06-04 00:00:00,Llamada,Cliente promete pagar en 5 días
42723,31367,2025-06-27 00:00:00,Correo,Correo rebotado — dirección inválida
42724,31368,2025-07-27 00:00:00,Visita Domiciliaria,Cliente no se encontraba en domicilio
42725,31369,2025-08-22 00:00:00,Llamada,Cliente promete pagar en 5 días
42726,31369,2025-08-31 00:00:00,Llamada,Cliente reconoce deuda sin fecha de pago
42727,31369,2025-08-28 00:00:00,Visita Domiciliaria,Cliente firma acuerdo de pago
42728,31370,2025-09-18 00:00:00,Llamada,Buzón de voz — se deja mensaje
42729,31370,2025-10-01 00:00:00,Visita Domiciliaria,Cliente recibe notificación de cobro
42730,31370,2025-10-05 00:00:00,Correo,Correo enviado sin respuesta
42731,31371,2025-10-24 00:00:00,Correo,Correo rebotado — dirección inválida
42732,31372,2025-11-25 00:00:00,SMS,Cliente responde confirmando pago próximo
42733,31372,2025-11-24 00:00:00,SMS,SMS enviado exitosamente
42734,31372,2025-12-04 00:00:00,Correo,Cliente responde solicitando plazo adicional
42735,31373,2025-12-20 00:00:00,SMS,Número no recibe SMS
42736,31374,2024-06-18 00:00:00,Visita Domiciliaria,Cliente no se encontraba en domicilio
42737,31374,2024-06-24 00:00:00,Correo,Correo rebotado — dirección inválida
42738,31374,2024-07-03 00:00:00,Llamada,Cliente promete pagar en 5 días
42739,31376,2024-09-21 00:00:00,Llamada,Cliente no contesta
42740,31376,2024-10-02 00:00:00,Visita Domiciliaria,Cliente firma acuerdo de pago
42741,31376,2024-09-28 00:00:00,Llamada,Buzón de voz — se deja mensaje
42742,31377,2025-05-26 00:00:00,Llamada,Cliente reconoce deuda sin fecha de pago
42743,31378,2025-07-27 00:00:00,Visita Domiciliaria,Cliente firma acuerdo de pago
42744,31380,2025-09-27 00:00:00,Llamada,Cliente solicita refinanciación
42745,31380,2025-09-25 00:00:00,Visita Domiciliaria,Cliente no se encontraba en domicilio
42746,31380,2025-10-01 00:00:00,Visita Domiciliaria,Cliente no se encontraba en domicilio
42747,31381,2025-11-26 00:00:00,SMS,Número no recibe SMS
42748,31381,2025-11-23 00:00:00,Llamada,Cliente promete pagar en 5 días
42749,31382,2023-03-23 00:00:00,Llamada,Cliente no contesta
42750,31382,2023-03-26 00:00:00,Visita Domiciliaria,Cliente recibe notificación de cobro
42751,31383,2023-04-23 00:00:00,Visita Domiciliaria,Se deja aviso de cobro en puerta
42752,31383,2023-05-02 00:00:00,Correo,Cliente responde solicitando plazo adicional
42753,31384,2023-05-27 00:00:00,Llamada,Cliente promete pagar en 5 días
42754,31384,2023-05-23 00:00:00,Visita Domiciliaria,Cliente firma acuerdo de pago
42755,31384,2023-06-01 00:00:00,Visita Domiciliaria,Se deja aviso de cobro en puerta
42756,31385,2023-06-24 00:00:00,Llamada,Cliente promete pagar en 5 días
42757,31386,2023-07-21 00:00:00,Visita Domiciliaria,Cliente no se encontraba en domicilio
42758,31386,2023-07-31 00:00:00,Visita Domiciliaria,Cliente no se encontraba en domicilio
42759,31386,2023-07-31 00:00:00,Correo,Cliente confirma recepción y promete pago
42760,31387,2023-08-20 00:00:00,Llamada,Cliente solicita refinanciación
42761,31387,2023-08-22 00:00:00,Correo,Correo rebotado — dirección inválida
42762,31387,2023-08-29 00:00:00,Correo,Cliente responde solicitando plazo adicional
42763,31388,2023-09-20 00:00:00,Llamada,Cliente no contesta
42764,31388,2023-09-24 00:00:00,Correo,Cliente confirma recepción y promete pago
42765,31388,2023-10-01 00:00:00,Correo,Cliente responde solicitando plazo adicional
42766,31389,2023-10-25 00:00:00,Visita Domiciliaria,Cliente firma acuerdo de pago
42767,31390,2023-11-24 00:00:00,Correo,Cliente confirma recepción y promete pago
42768,31390,2023-11-28 00:00:00,Visita Domiciliaria,Se deja aviso de cobro en puerta
42769,31390,2023-12-01 00:00:00,Llamada,Cliente promete pagar en 5 días
42770,31391,2023-12-25 00:00:00,Visita Domiciliaria,Cliente recibe notificación de cobro
42771,31391,2023-12-27 00:00:00,Llamada,Cliente reconoce deuda sin fecha de pago
42772,31391,2023-12-27 00:00:00,Correo,Correo rebotado — dirección inválida
42773,31392,2024-01-27 00:00:00,Visita Domiciliaria,Cliente recibe notificación de cobro
42774,31392,2024-01-29 00:00:00,Llamada,Buzón de voz — se deja mensaje
42775,31393,2024-02-20 00:00:00,Visita Domiciliaria,Cliente recibe notificación de cobro
42776,31394,2024-03-27 00:00:00,Visita Domiciliaria,Cliente no se encontraba en domicilio
42777,31394,2024-04-01 00:00:00,Llamada,Cliente promete pagar en 5 días
42778,31394,2024-04-02 00:00:00,Correo,Cliente confirma recepción y promete pago
42779,31395,2024-04-19 00:00:00,Correo,Correo enviado sin respuesta
42780,31395,2024-04-27 00:00:00,Correo,Cliente responde solicitando plazo adicional
42781,31395,2024-04-27 00:00:00,Visita Domiciliaria,Se deja aviso de cobro en puerta
42782,31396,2024-05-23 00:00:00,Correo,Cliente confirma recepción y promete pago
42783,31396,2024-05-25 00:00:00,Visita Domiciliaria,Cliente recibe notificación de cobro
42784,31396,2024-06-02 00:00:00,Llamada,Cliente reconoce deuda sin fecha de pago
42785,31397,2024-06-27 00:00:00,Llamada,Cliente no contesta
42786,31398,2024-07-27 00:00:00,Visita Domiciliaria,Cliente firma acuerdo de pago
42787,31398,2024-07-27 00:00:00,Visita Domiciliaria,Cliente no se encontraba en domicilio
42788,31399,2024-08-18 00:00:00,Llamada,Cliente reconoce deuda sin fecha de pago
42789,31400,2024-09-17 00:00:00,Llamada,Cliente reconoce deuda sin fecha de pago
42790,31401,2024-10-21 00:00:00,Llamada,Cliente no contesta
42791,31401,2024-10-31 00:00:00,Visita Domiciliaria,Cliente firma acuerdo de pago
42792,31402,2024-11-23 00:00:00,Visita Domiciliaria,Cliente recibe notificación de cobro
42793,31402,2024-11-23 00:00:00,Visita Domiciliaria,Cliente recibe notificación de cobro
42794,31402,2024-12-03 00:00:00,Correo,Correo enviado sin respuesta
42795,31403,2024-12-25 00:00:00,Correo,Cliente confirma recepción y promete pago
42796,31403,2024-12-23 00:00:00,Llamada,Cliente reconoce deuda sin fecha de pago
42797,31404,2025-01-27 00:00:00,Visita Domiciliaria,Cliente recibe notificación de cobro
42798,31404,2025-02-01 00:00:00,Correo,Cliente responde solicitando plazo adicional
42799,31404,2025-02-05 00:00:00,Llamada,Cliente no contesta
42800,31405,2025-02-24 00:00:00,Correo,Correo enviado sin respuesta
42801,31405,2025-02-22 00:00:00,Visita Domiciliaria,Cliente recibe notificación de cobro
42802,31405,2025-03-09 00:00:00,Visita Domiciliaria,Se deja aviso de cobro en puerta
42803,31406,2025-03-18 00:00:00,Correo,Correo rebotado — dirección inválida
42804,31407,2025-04-25 00:00:00,Visita Domiciliaria,Cliente no se encontraba en domicilio
42805,31407,2025-04-25 00:00:00,Visita Domiciliaria,Se deja aviso de cobro en puerta
42806,31408,2025-05-25 00:00:00,Llamada,Cliente reconoce deuda sin fecha de pago
42807,31408,2025-05-29 00:00:00,Llamada,Cliente reconoce deuda sin fecha de pago
42808,31408,2025-06-01 00:00:00,Llamada,Cliente reconoce deuda sin fecha de pago
42809,31409,2025-06-18 00:00:00,Llamada,Cliente no contesta
42810,31410,2025-07-17 00:00:00,Visita Domiciliaria,Se deja aviso de cobro en puerta
42811,31411,2025-08-19 00:00:00,Llamada,Cliente promete pagar en 5 días
42812,31412,2025-09-22 00:00:00,Visita Domiciliaria,Cliente firma acuerdo de pago
42813,31412,2025-09-23 00:00:00,Llamada,Buzón de voz — se deja mensaje
42814,31412,2025-10-03 00:00:00,Llamada,Cliente promete pagar en 5 días
42815,31413,2025-10-24 00:00:00,Llamada,Buzón de voz — se deja mensaje
42816,31413,2025-11-01 00:00:00,Llamada,Cliente promete pagar en 5 días
42817,31414,2025-11-20 00:00:00,Llamada,Buzón de voz — se deja mensaje
42818,31414,2025-12-02 00:00:00,Correo,Cliente responde solicitando plazo adicional
42819,31414,2025-12-02 00:00:00,Llamada,Cliente reconoce deuda sin fecha de pago
42820,31415,2025-12-19 00:00:00,SMS,SMS enviado exitosamente
42821,31415,2025-12-27 00:00:00,Llamada,Cliente solicita refinanciación
42822,31416,2024-09-26 00:00:00,Visita Domiciliaria,Se deja aviso de cobro en puerta
42823,31418,2023-02-25 00:00:00,Visita Domiciliaria,Cliente firma acuerdo de pago
42824,31419,2023-04-22 00:00:00,Llamada,Buzón de voz — se deja mensaje
42825,31420,2023-07-21 00:00:00,Visita Domiciliaria,Cliente recibe notificación de cobro
42826,31420,2023-07-26 00:00:00,Visita Domiciliaria,Cliente firma acuerdo de pago
42827,31421,2024-07-23 00:00:00,Correo,Correo enviado sin respuesta
42828,31422,2024-08-25 00:00:00,Llamada,Buzón de voz — se deja mensaje
42829,31423,2024-09-24 00:00:00,Visita Domiciliaria,Se deja aviso de cobro en puerta
42830,31423,2024-10-01 00:00:00,Correo,Correo rebotado — dirección inválida
42831,31423,2024-10-06 00:00:00,Visita Domiciliaria,Cliente no se encontraba en domicilio
42832,31424,2024-10-22 00:00:00,Correo,Cliente confirma recepción y promete pago
42833,31425,2024-12-22 00:00:00,Correo,Cliente confirma recepción y promete pago
42834,31426,2025-02-26 00:00:00,Visita Domiciliaria,Cliente no se encontraba en domicilio
42835,31426,2025-03-04 00:00:00,Llamada,Cliente promete pagar en 5 días
42836,31427,2025-03-19 00:00:00,Visita Domiciliaria,Se deja aviso de cobro en puerta
42837,31427,2025-03-22 00:00:00,Correo,Correo rebotado — dirección inválida
42838,31427,2025-03-30 00:00:00,Llamada,Cliente solicita refinanciación
42839,31429,2024-04-24 00:00:00,Visita Domiciliaria,Se deja aviso de cobro en puerta
42840,31429,2024-04-29 00:00:00,Llamada,Buzón de voz — se deja mensaje
42841,31429,2024-05-03 00:00:00,Llamada,Cliente promete pagar en 5 días
42842,31430,2024-09-27 00:00:00,Correo,Correo rebotado — dirección inválida
42843,31430,2024-09-28 00:00:00,Llamada,Cliente no contesta
42844,31431,2024-12-18 00:00:00,Visita Domiciliaria,Cliente recibe notificación de cobro
42845,31431,2024-12-23 00:00:00,Visita Domiciliaria,Cliente no se encontraba en domicilio
42846,31431,2024-12-28 00:00:00,Llamada,Cliente reconoce deuda sin fecha de pago
42847,31432,2025-08-17 00:00:00,Correo,Cliente confirma recepción y promete pago
42848,31432,2025-09-01 00:00:00,Llamada,Cliente promete pagar en 5 días
42849,31433,2025-11-24 00:00:00,Llamada,Cliente reconoce deuda sin fecha de pago
42850,31433,2025-11-23 00:00:00,Llamada,Cliente reconoce deuda sin fecha de pago
42851,31434,2023-10-17 00:00:00,Llamada,Cliente reconoce deuda sin fecha de pago
42852,31435,2023-12-22 00:00:00,Visita Domiciliaria,Cliente no se encontraba en domicilio
42853,31435,2023-12-31 00:00:00,Llamada,Cliente promete pagar en 5 días
42854,31435,2024-01-06 00:00:00,Correo,Cliente responde solicitando plazo adicional
42855,31436,2024-05-18 00:00:00,Visita Domiciliaria,Cliente recibe notificación de cobro
42856,31438,2025-02-22 00:00:00,Correo,Cliente confirma recepción y promete pago
42857,31438,2025-03-01 00:00:00,Visita Domiciliaria,Se deja aviso de cobro en puerta
42858,31438,2025-02-28 00:00:00,Visita Domiciliaria,Cliente recibe notificación de cobro
42859,31439,2025-04-18 00:00:00,Visita Domiciliaria,Cliente firma acuerdo de pago
42860,31439,2025-04-26 00:00:00,Visita Domiciliaria,Cliente no se encontraba en domicilio
42861,31439,2025-05-07 00:00:00,Llamada,Cliente promete pagar en 5 días
42862,31442,2024-03-27 00:00:00,Llamada,Cliente no contesta
42863,31442,2024-03-29 00:00:00,Correo,Cliente confirma recepción y promete pago
42864,31442,2024-03-27 00:00:00,Visita Domiciliaria,Cliente firma acuerdo de pago
42865,31442,2024-04-06 00:00:00,Visita Domiciliaria,Cliente no se encontraba en domicilio
42866,31443,2024-09-22 00:00:00,Correo,Cliente responde solicitando plazo adicional
42867,31443,2024-09-28 00:00:00,Visita Domiciliaria,Cliente no se encontraba en domicilio
42868,31443,2024-10-03 00:00:00,Llamada,Cliente no contesta
42869,31444,2024-12-23 00:00:00,Visita Domiciliaria,Cliente firma acuerdo de pago
42870,31444,2024-12-22 00:00:00,Visita Domiciliaria,Se deja aviso de cobro en puerta
42871,31444,2024-12-30 00:00:00,Llamada,Buzón de voz — se deja mensaje
42872,31445,2025-03-22 00:00:00,Llamada,Cliente promete pagar en 5 días
42873,31445,2025-03-30 00:00:00,Correo,Correo enviado sin respuesta
42874,31445,2025-04-03 00:00:00,Llamada,Cliente solicita refinanciación
42875,31445,2025-04-03 00:00:00,Visita Domiciliaria,Cliente firma acuerdo de pago
42876,31446,2025-05-22 00:00:00,Correo,Cliente responde solicitando plazo adicional
42877,31446,2025-05-23 00:00:00,Visita Domiciliaria,Cliente no se encontraba en domicilio
42878,31446,2025-05-29 00:00:00,Visita Domiciliaria,Se deja aviso de cobro en puerta
42879,31447,2025-06-19 00:00:00,Llamada,Cliente solicita refinanciación
42880,31447,2025-07-02 00:00:00,Correo,Correo enviado sin respuesta
42881,31447,2025-07-03 00:00:00,Llamada,Cliente solicita refinanciación
42882,31448,2025-07-22 00:00:00,Llamada,Cliente solicita refinanciación
42883,31448,2025-07-30 00:00:00,Llamada,Cliente solicita refinanciación
42884,31448,2025-07-29 00:00:00,Visita Domiciliaria,Cliente no se encontraba en domicilio
42885,31449,2025-12-19 00:00:00,SMS,Número no recibe SMS
42886,31449,2025-12-22 00:00:00,Correo,Cliente responde solicitando plazo adicional
42887,31449,2025-12-27 00:00:00,Correo,Correo rebotado — dirección inválida
42888,31450,2024-02-26 00:00:00,Llamada,Cliente solicita refinanciación
42889,31450,2024-02-29 00:00:00,Visita Domiciliaria,Cliente firma acuerdo de pago
42890,31450,2024-02-28 00:00:00,Llamada,Cliente promete pagar en 5 días
42891,31450,2024-03-12 00:00:00,Visita Domiciliaria,Cliente recibe notificación de cobro
42892,31451,2024-04-21 00:00:00,Llamada,Buzón de voz — se deja mensaje
42893,31451,2024-04-25 00:00:00,Llamada,Cliente solicita refinanciación
42894,31451,2024-04-30 00:00:00,Llamada,Cliente no contesta
42895,31452,2024-06-20 00:00:00,Correo,Cliente responde solicitando plazo adicional
42896,31452,2024-06-25 00:00:00,Visita Domiciliaria,Cliente firma acuerdo de pago
42897,31452,2024-06-27 00:00:00,Visita Domiciliaria,Cliente recibe notificación de cobro
42898,31453,2024-11-23 00:00:00,Visita Domiciliaria,Cliente recibe notificación de cobro
42899,31453,2024-11-23 00:00:00,Correo,Cliente confirma recepción y promete pago
42900,31453,2024-12-03 00:00:00,Llamada,Cliente promete pagar en 5 días
42901,31454,2025-03-22 00:00:00,Llamada,Cliente no contesta
42902,31454,2025-03-30 00:00:00,Llamada,Cliente no contesta
42903,31454,2025-03-31 00:00:00,Visita Domiciliaria,Se deja aviso de cobro en puerta
42904,31455,2025-07-22 00:00:00,Llamada,Cliente promete pagar en 5 días
42905,31455,2025-07-27 00:00:00,Correo,Cliente responde solicitando plazo adicional
42906,31455,2025-07-27 00:00:00,Visita Domiciliaria,Se deja aviso de cobro en puerta
42907,31455,2025-08-04 00:00:00,Visita Domiciliaria,Se deja aviso de cobro en puerta
42908,31456,2025-12-23 00:00:00,SMS,Cliente responde confirmando pago próximo
42909,31456,2025-12-27 00:00:00,SMS,SMS enviado exitosamente
42910,31456,2025-12-28 00:00:00,Correo,Cliente responde solicitando plazo adicional
42911,31457,2024-01-22 00:00:00,Llamada,Buzón de voz — se deja mensaje
42912,31457,2024-01-31 00:00:00,Llamada,Buzón de voz — se deja mensaje
42913,31457,2024-01-30 00:00:00,Llamada,Cliente promete pagar en 5 días
42914,31457,2024-02-10 00:00:00,Visita Domiciliaria,Cliente no se encontraba en domicilio
42915,31458,2024-03-27 00:00:00,Llamada,Cliente no contesta
42916,31458,2024-03-22 00:00:00,Llamada,Cliente promete pagar en 5 días
42917,31458,2024-03-30 00:00:00,Llamada,Cliente no contesta
42918,31459,2025-02-25 00:00:00,Llamada,Buzón de voz — se deja mensaje
42919,31459,2025-03-01 00:00:00,Correo,Cliente responde solicitando plazo adicional
42920,31459,2025-03-07 00:00:00,Llamada,Cliente no contesta
42921,31460,2025-04-20 00:00:00,Llamada,Buzón de voz — se deja mensaje
42922,31460,2025-04-30 00:00:00,Correo,Correo rebotado — dirección inválida
42923,31460,2025-05-04 00:00:00,Llamada,Cliente no contesta
42924,31461,2025-05-18 00:00:00,Llamada,Cliente reconoce deuda sin fecha de pago
42925,31461,2025-05-30 00:00:00,Llamada,Cliente promete pagar en 5 días
42926,31461,2025-06-05 00:00:00,Visita Domiciliaria,Cliente recibe notificación de cobro
42927,31461,2025-06-05 00:00:00,Visita Domiciliaria,Cliente no se encontraba en domicilio
42928,31462,2025-06-23 00:00:00,Llamada,Cliente reconoce deuda sin fecha de pago
42929,31462,2025-06-30 00:00:00,Correo,Cliente responde solicitando plazo adicional
42930,31462,2025-07-04 00:00:00,Llamada,Cliente solicita refinanciación
42931,31463,2025-11-23 00:00:00,Correo,Cliente responde solicitando plazo adicional
42932,31463,2025-11-24 00:00:00,Llamada,Cliente reconoce deuda sin fecha de pago
42933,31463,2025-11-30 00:00:00,Llamada,Cliente no contesta
42934,31463,2025-12-10 00:00:00,Llamada,Cliente reconoce deuda sin fecha de pago
42935,31464,2023-10-21 00:00:00,Correo,Correo rebotado — dirección inválida
42936,31464,2023-10-26 00:00:00,Llamada,Cliente promete pagar en 5 días
42937,31465,2024-03-17 00:00:00,Llamada,Buzón de voz — se deja mensaje
42938,31466,2024-05-27 00:00:00,Visita Domiciliaria,Se deja aviso de cobro en puerta
42939,31468,2025-01-21 00:00:00,Correo,Correo enviado sin respuesta
42940,31469,2025-02-20 00:00:00,Correo,Cliente responde solicitando plazo adicional
42941,31469,2025-03-02 00:00:00,Visita Domiciliaria,Se deja aviso de cobro en puerta
42942,31469,2025-03-09 00:00:00,Llamada,Buzón de voz — se deja mensaje
42943,31471,2025-08-18 00:00:00,Correo,Correo rebotado — dirección inválida
42944,31471,2025-08-24 00:00:00,Llamada,Cliente reconoce deuda sin fecha de pago
42945,31472,2025-09-22 00:00:00,Correo,Correo enviado sin respuesta
42946,31472,2025-09-27 00:00:00,Visita Domiciliaria,Se deja aviso de cobro en puerta
42947,31473,2023-05-21 00:00:00,Correo,Correo enviado sin respuesta
42948,31474,2023-06-23 00:00:00,Correo,Correo rebotado — dirección inválida
42949,31474,2023-07-02 00:00:00,Llamada,Cliente reconoce deuda sin fecha de pago
42950,31474,2023-06-30 00:00:00,Correo,Cliente responde solicitando plazo adicional
42951,31475,2023-07-21 00:00:00,Visita Domiciliaria,Cliente firma acuerdo de pago
42952,31475,2023-07-24 00:00:00,Llamada,Cliente solicita refinanciación
42953,31476,2023-08-19 00:00:00,Correo,Correo enviado sin respuesta
42954,31476,2023-08-29 00:00:00,Visita Domiciliaria,Cliente recibe notificación de cobro
42955,31477,2024-05-20 00:00:00,Llamada,Cliente promete pagar en 5 días
42956,31478,2024-07-21 00:00:00,Visita Domiciliaria,Cliente recibe notificación de cobro
42957,31478,2024-07-24 00:00:00,Correo,Cliente responde solicitando plazo adicional
42958,31478,2024-07-28 00:00:00,Visita Domiciliaria,Cliente firma acuerdo de pago
42959,31479,2024-09-24 00:00:00,Correo,Cliente confirma recepción y promete pago
42960,31480,2025-03-25 00:00:00,Visita Domiciliaria,Cliente no se encontraba en domicilio
42961,31482,2025-12-18 00:00:00,SMS,SMS enviado exitosamente
42962,31482,2025-12-23 00:00:00,Llamada,Cliente no contesta
42963,31482,2025-12-29 00:00:00,SMS,SMS enviado exitosamente
42964,31483,2023-08-19 00:00:00,Correo,Correo enviado sin respuesta
42965,31483,2023-08-22 00:00:00,Correo,Correo enviado sin respuesta
42966,31484,2024-04-22 00:00:00,Correo,Correo enviado sin respuesta
42967,31484,2024-04-25 00:00:00,Visita Domiciliaria,Cliente firma acuerdo de pago
42968,31484,2024-04-29 00:00:00,Visita Domiciliaria,Cliente firma acuerdo de pago
42969,31486,2025-03-20 00:00:00,Visita Domiciliaria,Se deja aviso de cobro en puerta
42970,31487,2025-04-25 00:00:00,Visita Domiciliaria,Cliente no se encontraba en domicilio
42971,31487,2025-04-23 00:00:00,Llamada,Cliente no contesta
42972,31487,2025-05-05 00:00:00,Correo,Cliente confirma recepción y promete pago
42973,31488,2025-09-17 00:00:00,Correo,Correo enviado sin respuesta
