id_producto_activo,id_producto_banco,id_cliente,numero_contrato,monto_aprobado,tasa_interes_mensual,tasa_interes_mora,fecha_inicio,fecha_vencimiento,estado,numero_cuotas,valor_cuota_fija,cupo_disponible,dia_corte
10500,9,1794,ZWV-140963,1400000,2.35,2.86,2024-10-27,,Vigente,,,500000.0,2.0
10501,5,2841,LSX-049505,35200000,1.94,2.67,2023-07-16,2029-12-11,Cancelada,78.0,879341.0,,
10502,11,2841,KRW-917374,29300000,1.48,2.06,2024-12-14,,En_Mora,,,10000000.0,2.0
10503,9,2841,ULS-532751,3200000,1.75,2.3,2023-10-06,,Cancelada,,,2300000.0,2.0
10504,7,2841,HUQ-285036,710200000,1.29,1.63,2023-02-16,2027-01-26,Cancelada,48.0,19938630.0,,
10505,8,2841,KPI-088291,14300000,1.95,2.51,2024-01-13,2026-01-02,En_Mora,24.0,751781.0,,
10506,5,5086,FGP-871273,22800000,1.98,2.62,2024-10-31,2030-04-03,En_Mora,66.0,621958.0,,
10507,10,5086,YEH-388611,5900000,1.86,2.3,2024-05-05,,Vigente,,,5300000.0,2.0
10508,8,6869,VYD-729570,24900000,1.38,1.66,2023-01-13,2026-12-23,Vigente,48.0,712835.0,,
10509,11,6869,OLE-310661,20800000,2.07,2.84,2023-04-19,,Vigente,,,7500000.0,2.0
10510,9,6869,FFK-329667,2600000,2.04,2.66,2023-02-15,,Vigente,,,2300000.0,2.0
10511,7,6869,QDY-986155,666400000,1.99,2.43,2023-04-26,2027-04-05,Vigente,48.0,21681678.0,,
10512,5,6869,CXR-987009,35700000,2.08,2.78,2024-11-26,2030-10-26,Vigente,72.0,960781.0,,
10513,5,8641,LSD-317344,58500000,1.8,2.33,2024-04-02,2028-09-08,Vigente,54.0,1702809.0,,
10514,10,8230,PKP-677209,9200000,2.09,2.73,2024-01-28,,Vigente,,,6200000.0,2.0
10515,5,8230,JWW-821899,30900000,1.79,2.2,2023-01-18,2027-06-26,Vigente,54.0,897381.0,,
10516,5,8938,RBV-803005,59400000,1.73,2.22,2024-01-22,2028-01-01,En_Mora,48.0,1831703.0,,
10517,9,6807,SLQ-010661,2500000,2.21,2.71,2023-06-03,,Vigente,,,1700000.0,15.0
10518,8,7067,LEZ-591262,29000000,1.26,1.58,2024-07-21,2026-07-11,En_Mora,24.0,1407767.0,,
10519,5,5447,JLH-137321,27100000,1.96,2.68,2024-05-03,2029-04-07,Vigente,60.0,772080.0,,
10520,11,8031,UBI-903231,14000000,2.35,2.93,2024-07-18,,Vigente,,,5000000.0,2.0
10521,5,6340,UMW-016069,34400000,1.97,2.4,2023-12-06,2028-11-09,Vigente,60.0,982443.0,,
10522,9,6340,NZP-574126,7300000,2.42,3.22,2023-08-26,,Castigada,,,6100000.0,2.0
10523,10,2491,DWO-970039,11100000,2.45,3.22,2024-09-17,,En_Mora,,,11100000.0,2.0
10524,11,2491,MGW-611508,11400000,2.11,2.68,2023-06-15,,Vigente,,,4000000.0,15.0
10525,8,2491,VYJ-652866,17500000,1.62,2.05,2024-02-15,2026-08-03,Vigente,30.0,741142.0,,
10526,5,2491,CJO-828634,7400000,2.25,3.01,2024-10-21,2028-09-30,Vigente,48.0,253689.0,,
10527,10,3466,TCL-591259,12700000,1.75,2.22,2024-02-11,,Vigente,,,6600000.0,15.0
10528,11,3466,WYR-260042,11200000,2.32,3.15,2024-01-25,,Vigente,,,11000000.0,2.0
10529,7,3466,BXL-921945,624000000,1.42,1.73,2024-12-30,2028-12-09,Vigente,48.0,18018462.0,,
10530,10,5002,XYM-376279,12200000,2.09,2.57,2023-03-21,,Vigente,,,9300000.0,15.0
10531,10,1642,ERY-333381,9200000,2.13,2.63,2023-07-12,,Vigente,,,5200000.0,15.0
10532,9,6211,JOE-426667,7000000,2.07,2.89,2023-12-27,,Vigente,,,3700000.0,2.0
10533,11,6211,TQO-658682,29900000,1.83,2.23,2023-04-12,,Vigente,,,22600000.0,15.0
10534,11,7218,UNG-639960,18300000,2.14,2.87,2024-04-20,,Cancelada,,,15000000.0,2.0
10535,7,7218,PIY-929168,184300000,1.03,1.32,2024-02-29,2030-01-28,Cancelada,72.0,3637696.0,,
10536,10,7218,NLC-856786,9300000,2.48,3.17,2024-08-14,,Cancelada,,,7500000.0,15.0
10537,5,7218,LQP-079037,67500000,1.3,1.64,2023-09-24,2028-03-01,Vigente,54.0,1747452.0,,
10538,8,7218,XHN-277762,39400000,1.63,2.08,2023-05-14,2024-11-04,Cancelada,18.0,2543344.0,,
10539,11,4919,JVK-400906,12500000,1.7,2.13,2024-09-02,,Vigente,,,5300000.0,2.0
10540,6,3971,ZMP-517910,346800000,1.28,1.65,2023-07-02,2031-05-21,Castigada,96.0,6295925.0,,
10541,8,3971,FIF-792493,21700000,1.76,2.15,2023-01-24,2025-01-13,Cancelada,24.0,1116348.0,,
10542,9,3971,GFV-791751,5900000,2.13,2.9,2024-07-18,,Cancelada,,,3600000.0,15.0
10543,10,3971,QPL-536010,14500000,1.96,2.7,2023-07-30,,En_Mora,,,8700000.0,15.0
10544,5,3971,CVL-122313,22500000,1.8,2.38,2024-06-07,2030-11-03,Vigente,78.0,539065.0,,
10545,5,6823,FFO-798656,64200000,1.83,2.4,2024-08-04,2031-06-29,Vigente,84.0,1502360.0,,
10546,10,8165,PPG-007504,13000000,2.0,2.8,2023-02-20,,Vigente,,,7700000.0,2.0
10547,7,8165,QBC-872745,1033700000,1.4,1.81,2023-05-15,2029-04-13,Vigente,72.0,22880619.0,,
10548,9,8165,ZDJ-600013,5000000,1.75,2.2,2023-11-17,,Cancelada,,,4900000.0,15.0
10549,8,1230,YWG-719036,29500000,1.81,2.32,2023-07-15,2026-06-29,Castigada,36.0,1122350.0,,
10550,11,1230,DPW-866524,15400000,1.67,2.05,2024-01-24,,Vigente,,,9600000.0,2.0
10551,9,1230,SJV-268604,7900000,1.95,2.63,2024-05-16,,En_Mora,,,3600000.0,15.0
10552,11,1675,RWC-193462,14200000,2.05,2.68,2023-12-15,,En_Mora,,,12800000.0,15.0
10553,8,1675,PCL-110424,9100000,1.28,1.56,2024-02-14,2026-02-03,Cancelada,24.0,442787.0,,
10554,5,1675,FKL-343039,37900000,1.58,2.19,2024-06-27,2028-12-03,Vigente,54.0,1048539.0,,
10555,8,6085,QYF-002012,12500000,1.61,2.02,2024-08-31,2025-08-26,Cancelada,12.0,1153867.0,,
10556,9,1315,UJH-570574,1700000,1.99,2.72,2024-02-06,,Vigente,,,1300000.0,15.0
10557,11,5531,AZW-170340,13700000,2.33,2.86,2023-06-20,,Vigente,,,4200000.0,15.0
10558,9,5531,NED-037479,4800000,1.76,2.12,2023-09-11,,Cancelada,,,3700000.0,15.0
10559,9,4889,UWX-516709,1900000,2.12,2.55,2024-11-10,,Cancelada,,,1000000.0,15.0
10560,8,4680,JCH-659981,39000000,1.36,1.73,2024-12-13,2026-06-06,Cancelada,18.0,2457303.0,,
10561,9,5495,OUJ-109165,2200000,2.27,2.88,2023-07-15,,En_Mora,,,1600000.0,15.0
10562,7,5495,HLF-814038,805000000,1.66,2.04,2023-10-24,2027-10-03,Vigente,48.0,24462143.0,,
10563,10,5495,SDT-492092,7500000,1.99,2.5,2023-02-21,,Cancelada,,,6800000.0,2.0
10564,11,2689,FDO-305653,21900000,1.54,1.98,2023-11-06,,Vigente,,,20000000.0,2.0
10565,10,2689,LKK-059476,6000000,2.19,2.93,2024-03-23,,Vigente,,,3900000.0,15.0
10566,8,2689,OHT-340884,31900000,1.58,1.95,2023-11-06,2026-10-21,Vigente,36.0,1168682.0,,
10567,9,2808,ORW-155775,900000,2.61,3.47,2023-03-28,,Cancelada,,,500000.0,2.0
10568,9,6192,APD-024840,6300000,2.56,3.48,2023-11-15,,Vigente,,,4600000.0,2.0
10569,11,6192,RWQ-461861,16000000,1.92,2.37,2023-05-05,,Cancelada,,,7400000.0,15.0
10570,8,6192,PJH-374812,22800000,1.48,1.82,2024-12-17,2028-05-30,Vigente,42.0,732827.0,,
10571,11,3169,MSH-938537,22900000,2.08,2.75,2023-02-04,,Cancelada,,,7600000.0,15.0
10572,10,8207,THK-963465,11600000,2.09,2.7,2023-12-27,,Vigente,,,10500000.0,2.0
10573,11,8207,VBA-726463,25500000,1.73,2.12,2024-06-03,,Vigente,,,13400000.0,15.0
10574,5,8207,WSJ-990207,78600000,1.64,2.21,2023-08-26,2029-01-26,Vigente,66.0,1958340.0,,
10575,8,8207,SJZ-512422,31000000,1.61,2.07,2024-03-28,2025-09-19,Cancelada,18.0,1997540.0,,
10576,7,4786,KOB-179648,251000000,1.03,1.25,2024-11-15,2026-11-05,Vigente,24.0,11857683.0,,
10577,11,4786,LQW-515140,26600000,1.69,2.15,2024-08-07,,En_Mora,,,24700000.0,2.0
10578,9,4786,JWE-252563,4000000,1.94,2.69,2024-07-07,,Vigente,,,3800000.0,15.0
10579,5,6581,TDO-796820,53300000,1.3,1.67,2023-09-27,2029-02-27,Vigente,66.0,1207901.0,,
10580,10,6581,PPC-592005,14000000,2.15,2.91,2024-07-31,,Cancelada,,,4500000.0,2.0
10581,7,7633,TOB-764414,962300000,1.81,2.27,2023-01-27,2028-01-01,Vigente,60.0,26424709.0,,
10582,8,7633,GCA-478508,39300000,1.37,1.67,2024-09-22,2027-03-11,Cancelada,30.0,1606423.0,,
10583,9,7633,PXZ-136609,6900000,1.75,2.14,2023-09-13,,Vigente,,,2900000.0,2.0
10584,10,7633,HJO-828351,9900000,2.28,2.9,2023-07-30,,Vigente,,,9300000.0,2.0
10585,11,6816,SUA-247908,28200000,1.9,2.48,2023-07-28,,Vigente,,,14500000.0,2.0
10586,9,6816,JAJ-423656,3700000,2.1,2.87,2023-10-04,,Cancelada,,,1300000.0,15.0
10587,5,8898,YTU-599295,29300000,2.09,2.69,2023-01-29,2029-12-23,En_Mora,84.0,743130.0,,
10588,5,4845,RHZ-725022,60400000,1.88,2.31,2024-04-23,2028-04-02,Vigente,48.0,1921377.0,,
10589,10,4845,WLA-003654,12800000,2.28,3.01,2023-09-14,,Cancelada,,,5000000.0,15.0
10590,9,4845,GUG-421862,7600000,1.92,2.54,2024-08-16,,Vigente,,,4000000.0,2.0
10591,7,4845,OFY-990885,190400000,1.68,2.16,2024-11-01,2030-10-01,Vigente,72.0,4578294.0,,
10592,8,4845,CFO-860420,24800000,1.35,1.63,2023-02-15,2025-08-03,Cancelada,30.0,1010828.0,,
10593,9,7256,XAP-857553,7700000,1.93,2.33,2024-04-26,,Cancelada,,,4300000.0,15.0
10594,10,7256,YZO-967518,8800000,2.17,2.89,2023-08-09,,Cancelada,,,3600000.0,2.0
10595,8,7256,VHG-273471,25100000,1.66,2.08,2023-02-22,2025-02-11,Cancelada,24.0,1276504.0,,
10596,8,8115,UFV-992966,21200000,1.91,2.42,2024-07-27,2027-07-12,Vigente,36.0,819762.0,,
10597,10,8115,DMW-114147,7600000,1.93,2.44,2024-09-12,,Vigente,,,2700000.0,15.0
10598,9,8115,EBN-534162,7600000,2.35,2.88,2024-12-29,,Vigente,,,2500000.0,15.0
10599,10,9879,LTS-775851,12400000,1.89,2.44,2023-03-17,,En_Mora,,,7300000.0,15.0
10600,5,9879,ESH-724055,48700000,1.58,2.1,2023-01-08,2029-12-02,Vigente,84.0,1051153.0,,
10601,9,7693,HWI-312421,7700000,1.7,2.36,2023-07-02,,Vigente,,,7100000.0,2.0
10602,7,7693,FVT-099570,1188200000,1.75,2.26,2023-09-23,2027-09-02,Vigente,48.0,36793439.0,,
10603,10,7693,VHC-784428,8700000,1.9,2.64,2023-01-27,,Vigente,,,5200000.0,15.0
10604,10,7570,IYL-973868,8300000,2.12,2.66,2023-03-18,,En_Mora,,,6200000.0,2.0
10605,5,7570,FFM-414160,76100000,1.55,1.94,2023-02-06,2029-12-31,Cancelada,84.0,1626331.0,,
10606,11,7084,QGJ-598886,21200000,1.58,1.95,2024-05-17,,Vigente,,,12600000.0,15.0
10607,5,7084,FZX-744241,64300000,1.48,1.88,2024-05-16,2031-10-07,Vigente,90.0,1297463.0,,
10608,8,7084,MUM-422587,27100000,1.35,1.67,2023-11-23,2025-05-16,Cancelada,18.0,1705972.0,,
10609,9,4366,VIK-512696,4600000,1.97,2.39,2024-03-28,,Vigente,,,2900000.0,2.0
10610,5,5514,NJF-158289,63100000,1.45,1.84,2023-04-03,2027-09-09,Vigente,54.0,1693128.0,,
10611,11,5514,NNU-020660,18300000,1.92,2.4,2023-12-06,,En_Mora,,,5700000.0,2.0
10612,8,2780,TOX-053887,4800000,1.72,2.2,2023-03-20,2025-09-05,Cancelada,30.0,206157.0,,
10613,11,2780,OJL-242275,20200000,1.46,1.83,2024-03-11,,Cancelada,,,8900000.0,15.0
10614,10,2780,PAU-441316,5200000,2.18,2.79,2024-01-27,,Vigente,,,2900000.0,2.0
10615,11,8193,MKT-806582,12800000,2.11,2.73,2023-03-27,,Vigente,,,10300000.0,2.0
10616,11,4621,LCD-051181,19200000,1.84,2.41,2023-11-26,,Cancelada,,,15700000.0,2.0
10617,11,5745,PJQ-152675,12400000,2.45,3.29,2023-10-31,,Vigente,,,11400000.0,15.0
10618,7,5745,SMI-149071,645700000,1.21,1.49,2023-09-15,2026-08-30,Vigente,36.0,22231924.0,,
10619,9,5745,QWI-012947,5200000,2.02,2.45,2023-04-07,,Vigente,,,3300000.0,2.0
10620,8,5745,FPC-215156,25700000,1.4,1.72,2024-01-12,2026-12-27,Vigente,36.0,913719.0,,
10621,5,5745,TQX-202296,28400000,2.05,2.7,2024-01-28,2029-12-27,Cancelada,72.0,758060.0,,
10622,6,5092,OJK-435588,241400000,1.18,1.45,2024-03-26,2042-12-17,Vigente,228.0,3059408.0,,
10623,9,3997,GDX-618873,2600000,2.45,3.35,2024-10-10,,Vigente,,,1800000.0,15.0
10624,9,2479,ICJ-296024,7600000,2.58,3.2,2023-07-03,,Vigente,,,4200000.0,2.0
10625,11,2479,YZQ-448780,29900000,1.76,2.21,2023-02-14,,Cancelada,,,10200000.0,2.0
10626,5,1800,WHW-673688,67200000,1.28,1.65,2024-03-05,2028-02-13,Vigente,48.0,1882512.0,,
10627,5,9368,CLH-151780,67500000,1.65,2.0,2024-03-02,2029-02-04,En_Mora,60.0,1780834.0,,
10628,5,5313,XEC-360106,46700000,1.84,2.42,2024-04-22,2031-09-13,Vigente,90.0,1065834.0,,
10629,10,5313,TIJ-225482,5800000,2.38,2.97,2024-04-16,,En_Mora,,,5100000.0,2.0
10630,9,5313,JUN-861951,3100000,2.03,2.72,2023-07-24,,Vigente,,,1500000.0,15.0
10631,8,5313,HIZ-572522,10000000,1.7,2.1,2024-08-05,2028-07-15,Vigente,48.0,306439.0,,
10632,11,2234,CJX-143913,21700000,1.7,2.17,2024-04-23,,Vigente,,,15400000.0,2.0
10633,7,2234,OLK-823363,640200000,1.19,1.43,2023-06-16,2029-05-15,Vigente,72.0,13287972.0,,
10634,7,2527,ZYF-971399,570800000,1.03,1.29,2024-08-14,2028-07-24,Cancelada,48.0,15132444.0,,
10635,9,1839,GFC-268343,4800000,2.34,2.9,2023-06-19,,Vigente,,,2000000.0,15.0
10636,5,1839,VST-017178,45300000,1.62,2.01,2024-04-27,2031-09-18,Vigente,90.0,959841.0,,
10637,10,2351,IVP-796112,12400000,2.09,2.6,2024-11-16,,Vigente,,,9000000.0,2.0
10638,9,2351,VAY-416840,2600000,2.13,2.63,2024-03-21,,Vigente,,,1100000.0,15.0
10639,8,2351,IOJ-449473,29800000,1.66,2.06,2024-12-03,2028-11-12,Vigente,48.0,905555.0,,
10640,8,8209,ZNJ-613951,29100000,1.84,2.39,2024-04-29,2025-04-24,Cancelada,12.0,2724717.0,,
10641,10,8209,LBP-346702,12300000,1.98,2.4,2024-09-21,,Cancelada,,,6100000.0,2.0
10642,8,4623,TGC-076429,13300000,1.04,1.26,2023-11-29,2027-05-12,Vigente,42.0,392464.0,,
10643,10,4623,IAP-781573,11200000,2.41,3.33,2024-12-06,,Vigente,,,10700000.0,15.0
10644,10,7551,OZQ-576052,12200000,2.23,2.71,2023-09-21,,En_Mora,,,11500000.0,2.0
10645,9,7551,XRH-404125,3600000,2.4,2.97,2024-03-23,,Vigente,,,2300000.0,2.0
10646,8,7551,PSP-445545,14100000,1.22,1.47,2024-10-12,2026-10-02,Vigente,24.0,681253.0,,
10647,9,3424,AWZ-653293,4800000,2.42,3.01,2023-06-05,,Vigente,,,3800000.0,15.0
10648,5,3424,EJL-909542,60800000,1.55,2.0,2023-10-26,2028-09-29,Vigente,60.0,1563834.0,,
10649,11,3450,JFX-276666,21400000,1.56,1.92,2023-04-24,,Vigente,,,18100000.0,15.0
10650,7,3450,MVL-912534,483700000,1.54,1.91,2024-10-13,2029-09-17,Vigente,60.0,12409453.0,,
10651,9,3450,QQD-695793,6100000,1.78,2.34,2023-06-26,,Vigente,,,3600000.0,15.0
10652,11,1324,SGM-711005,27700000,1.77,2.32,2024-09-07,,Vigente,,,25100000.0,2.0
10653,7,3086,XGS-076454,675200000,1.11,1.4,2024-04-17,2028-03-27,Cancelada,48.0,18221347.0,,
10654,11,3086,PZS-480887,11400000,1.96,2.45,2024-01-30,,En_Mora,,,9100000.0,2.0
10655,6,5958,KIX-720608,391100000,1.25,1.6,2023-09-26,2041-06-23,Vigente,216.0,5247353.0,,
10656,9,1915,HFJ-329164,6700000,2.33,3.06,2023-12-05,,Vigente,,,4800000.0,2.0
10657,5,1915,HJQ-023527,54800000,1.38,1.88,2024-03-26,2029-02-28,Vigente,60.0,1348990.0,,
10658,7,1915,PNN-396844,576100000,1.62,1.97,2024-06-13,2028-05-23,Vigente,48.0,17359504.0,,
10659,8,1915,DPS-114560,2500000,1.95,2.41,2024-01-24,2026-01-13,Vigente,24.0,131430.0,,
10660,11,1915,NHZ-850745,28000000,1.83,2.33,2024-06-20,,Cancelada,,,9000000.0,2.0
10661,6,7737,BXN-025545,169600000,1.07,1.36,2024-09-15,2042-06-13,Cancelada,216.0,2017178.0,,
10662,8,4456,MOP-818718,18800000,1.48,1.79,2023-04-30,2026-04-14,Vigente,36.0,677404.0,,
10663,10,4456,ENN-928225,12600000,2.44,3.05,2024-09-21,,Vigente,,,7400000.0,15.0
10664,11,2058,CWI-681123,27900000,1.67,2.17,2023-11-23,,Vigente,,,11900000.0,15.0
10665,8,2058,FRI-131163,14200000,1.53,1.85,2023-11-09,2025-10-29,Castigada,24.0,711395.0,,
10666,10,2146,LKK-749389,8700000,1.92,2.58,2023-11-07,,Vigente,,,7700000.0,15.0
10667,9,2146,ALJ-577642,2100000,2.45,3.04,2023-10-08,,Cancelada,,,1700000.0,15.0
10668,5,2146,YUK-972950,21700000,1.74,2.25,2023-03-18,2030-08-08,Cancelada,90.0,478987.0,,
10669,8,2146,DTI-741121,26300000,1.28,1.58,2023-02-27,2025-02-16,Cancelada,24.0,1279702.0,,
10670,7,2146,VRD-786793,610200000,1.33,1.67,2023-04-01,2027-03-11,Vigente,48.0,17280741.0,,
10671,9,7019,YDQ-487809,4800000,2.03,2.71,2023-08-22,,Vigente,,,3800000.0,15.0
10672,11,7019,MOQ-759757,10300000,2.01,2.42,2024-01-18,,En_Mora,,,6700000.0,15.0
10673,10,7746,BQI-568405,12700000,1.95,2.45,2023-03-16,,Vigente,,,7800000.0,2.0
10674,10,3644,QFV-987511,8200000,1.79,2.45,2023-08-19,,Vigente,,,5800000.0,15.0
10675,8,5717,RFE-929708,22500000,1.95,2.4,2023-05-11,2025-04-30,Castigada,24.0,1182872.0,,
10676,11,5717,LKF-380197,12500000,2.4,2.89,2024-03-26,,Vigente,,,11300000.0,2.0
10677,5,5717,IEZ-732140,15500000,1.68,2.33,2023-05-05,2029-09-30,En_Mora,78.0,358019.0,,
10678,9,5717,WHZ-063492,4400000,2.54,3.23,2024-03-06,,Vigente,,,4200000.0,2.0
10679,5,5729,RJK-119978,13800000,1.92,2.32,2023-06-09,2028-11-09,Cancelada,66.0,370585.0,,
10680,6,5729,HQX-237380,214300000,1.45,1.85,2023-07-05,2030-05-29,Vigente,84.0,4429073.0,,
10681,7,5729,ECJ-240944,1109300000,1.05,1.3,2023-05-28,2029-04-26,En_Mora,72.0,22034702.0,,
10682,8,6181,JPS-478121,20100000,1.9,2.33,2023-11-15,2025-11-04,Cancelada,24.0,1050709.0,,
10683,9,6181,GSH-745592,3400000,1.82,2.22,2023-05-27,,Vigente,,,2000000.0,2.0
10684,11,6181,UQU-906823,16600000,1.81,2.22,2023-05-15,,En_Mora,,,13500000.0,2.0
10685,10,4677,XGU-456635,9500000,1.87,2.41,2023-08-08,,Vigente,,,7800000.0,15.0
10686,10,2920,JLO-999188,7300000,2.09,2.55,2023-04-07,,Vigente,,,5000000.0,15.0
10687,11,4151,SZE-166829,22000000,1.52,2.09,2024-06-22,,Vigente,,,14700000.0,15.0
10688,8,4151,YYH-998419,22600000,1.96,2.44,2023-06-05,2024-11-26,Cancelada,18.0,1502171.0,,
10689,5,4151,PYB-418789,8800000,2.16,2.88,2023-01-01,2028-06-03,Cancelada,66.0,251442.0,,
10690,7,4319,KSP-621236,1026000000,1.07,1.39,2023-09-12,2027-08-22,Vigente,48.0,27443604.0,,
10691,5,8412,WTS-890826,53900000,1.49,1.83,2023-08-26,2031-01-16,Vigente,90.0,1091456.0,,
10692,10,8412,CZP-538689,10800000,2.39,3.2,2024-03-12,,Vigente,,,9200000.0,15.0
10693,8,8412,HGN-489018,4200000,1.11,1.42,2024-03-07,2028-02-15,En_Mora,48.0,113344.0,,
10694,9,1584,CVQ-009257,4900000,2.29,3.01,2024-12-26,,Vigente,,,3600000.0,15.0
10695,6,1584,LLW-038749,239800000,1.14,1.45,2024-09-10,2036-07-09,Vigente,144.0,3397938.0,,
10696,11,1584,SWG-839240,21300000,1.44,2.0,2023-08-10,,En_Mora,,,7900000.0,15.0
10697,8,9779,IQT-828176,30600000,1.78,2.17,2024-02-15,2026-08-03,Cancelada,30.0,1325305.0,,
10698,5,9779,SJU-879315,50900000,1.76,2.38,2023-11-17,2029-04-19,Vigente,66.0,1310020.0,,
10699,10,2318,DIJ-138787,11200000,1.67,2.04,2024-02-12,,Cancelada,,,8900000.0,15.0
10700,9,2318,EZA-262848,5400000,1.78,2.49,2024-09-20,,Vigente,,,3300000.0,2.0
10701,5,2318,KOO-485689,4000000,1.79,2.16,2023-05-29,2030-10-19,Cancelada,90.0,89787.0,,
10702,9,6780,VSU-509975,7400000,2.53,3.2,2024-01-09,,Vigente,,,4100000.0,2.0
10703,5,6780,OBQ-449155,65200000,1.62,2.18,2023-04-18,2028-09-18,Vigente,66.0,1615631.0,,
10704,10,6780,SOY-774799,14000000,1.96,2.63,2023-02-28,,Vigente,,,4800000.0,15.0
10705,9,8789,ZBT-570041,3400000,2.51,3.27,2023-12-05,,Cancelada,,,2000000.0,15.0
10706,10,8789,YSI-047683,7500000,2.22,3.0,2023-07-19,,Vigente,,,3200000.0,2.0
10707,8,8789,LGC-223604,7300000,1.34,1.62,2024-04-30,2026-04-20,Vigente,24.0,357710.0,,
10708,10,6090,HUO-301645,8700000,1.8,2.51,2024-11-30,,Vigente,,,5800000.0,2.0
10709,5,6090,XSW-118005,10500000,2.13,2.62,2023-12-20,2030-05-17,Vigente,78.0,277211.0,,
10710,5,7018,EPI-468796,16900000,1.94,2.68,2024-11-30,2032-04-22,Vigente,90.0,398571.0,,
10711,8,3294,XSV-056355,32200000,1.04,1.25,2023-07-12,2025-12-28,Cancelada,30.0,1254993.0,,
10712,9,2258,HQK-344343,1700000,2.31,2.86,2024-06-18,,En_Mora,,,900000.0,15.0
10713,10,1033,NBH-190887,13900000,2.19,2.88,2023-11-11,,En_Mora,,,5900000.0,15.0
10714,7,1033,CYX-702260,1041700000,1.51,1.91,2024-06-20,2026-06-10,Cancelada,24.0,52066356.0,,
10715,5,1033,RXI-132941,18900000,2.06,2.85,2024-01-26,2028-01-05,Cancelada,48.0,623722.0,,
10716,8,1033,SXI-969408,11400000,1.67,2.15,2024-09-05,2027-02-22,Vigente,30.0,486205.0,,
10717,9,1033,KSL-626194,3700000,2.6,3.54,2024-01-22,,Vigente,,,2400000.0,2.0
10718,5,9403,OCD-889541,58100000,1.74,2.19,2024-11-28,2030-10-28,Vigente,72.0,1421454.0,,
10719,10,9086,PLD-509712,5400000,2.07,2.52,2023-08-23,,Vigente,,,4200000.0,2.0
10720,11,9086,JFQ-312011,10900000,1.62,1.99,2023-11-22,,Cancelada,,,9800000.0,15.0
10721,10,7238,BNA-773096,10300000,2.11,2.59,2024-09-08,,Vigente,,,10000000.0,2.0
10722,11,7238,TAO-084536,17600000,1.95,2.66,2023-01-07,,Cancelada,,,14800000.0,2.0
10723,8,7238,ZQM-848227,19100000,1.75,2.22,2024-02-01,2027-01-16,Vigente,36.0,719594.0,,
10724,5,7238,HBK-889162,79900000,1.68,2.14,2024-02-02,2028-01-12,Vigente,48.0,2438202.0,,
10725,9,3441,SOY-773487,4200000,2.04,2.61,2024-04-19,,Vigente,,,3400000.0,2.0
10726,11,3441,VUQ-025135,22900000,1.55,1.9,2024-01-19,,Vigente,,,8600000.0,15.0
10727,10,7885,OUD-327746,10700000,1.76,2.46,2024-01-31,,Vigente,,,8300000.0,2.0
10728,10,5047,JTY-306394,5100000,2.53,3.06,2023-01-22,,Cancelada,,,4600000.0,15.0
10729,11,5047,DXK-566282,24100000,1.59,1.94,2023-12-13,,Vigente,,,16700000.0,2.0
10730,5,5047,JJE-068951,54100000,1.38,1.78,2023-04-27,2027-04-06,Vigente,48.0,1548770.0,,
10731,9,7588,URZ-379067,3100000,2.35,3.14,2023-03-12,,Castigada,,,2900000.0,2.0
10732,11,4766,EQS-293296,13800000,1.79,2.33,2023-09-16,,Vigente,,,13000000.0,15.0
10733,10,9448,HJJ-594713,5200000,2.07,2.86,2024-08-10,,Vigente,,,2900000.0,2.0
10734,7,9448,CRI-518810,730000000,1.49,1.83,2023-09-25,2028-08-29,Cancelada,60.0,18489581.0,,
10735,5,9448,AAU-861684,8000000,2.05,2.56,2024-01-18,2028-06-25,Cancelada,54.0,246346.0,,
10736,10,9324,UGB-035419,14200000,2.34,2.89,2023-07-24,,Vigente,,,11400000.0,2.0
10737,11,9324,NCZ-285117,24100000,1.72,2.32,2024-09-11,,Vigente,,,17200000.0,2.0
10738,5,9324,VHK-622320,17400000,1.77,2.48,2023-07-12,2028-06-15,Vigente,60.0,473081.0,,
10739,8,9324,XBT-468496,11600000,1.75,2.11,2024-11-30,2025-11-25,Cancelada,12.0,1080120.0,,
10740,5,8280,MOT-216483,37700000,1.95,2.53,2023-11-23,2031-04-15,Vigente,90.0,892013.0,,
10741,10,8280,ADI-963076,9600000,2.44,3.15,2024-02-17,,Vigente,,,3800000.0,15.0
10742,9,1774,FME-882164,2100000,1.94,2.36,2023-06-04,,Vigente,,,1200000.0,2.0
10743,11,9235,KAI-166411,29100000,1.78,2.35,2023-03-10,,En_Mora,,,11600000.0,15.0
10744,8,9235,ZBL-423283,15000000,1.37,1.74,2023-10-16,2025-04-08,Cancelada,18.0,945969.0,,
10745,7,9235,XZU-597682,976100000,1.55,1.95,2024-05-02,2028-04-11,Vigente,48.0,28979876.0,,
10746,9,9235,CMP-892477,4800000,1.73,2.25,2024-07-30,,Vigente,,,1800000.0,2.0
10747,5,9235,QIV-412396,57800000,1.51,2.05,2023-10-10,2031-03-02,Vigente,90.0,1178701.0,,
10748,9,1085,BXN-523782,2600000,2.38,3.31,2023-07-24,,Vigente,,,1900000.0,2.0
10749,5,1306,OPT-122741,31400000,2.03,2.84,2023-03-22,2030-08-12,En_Mora,90.0,762342.0,,
10750,10,4119,QKI-802558,10500000,1.94,2.45,2023-12-01,,Vigente,,,8400000.0,2.0
