id_mora,id_producto_activo,id_extracto,fecha_inicio_mora,dias_mora,capital_vencido,interes_mora,estado_mora
31505,10899,23552,2024-10-17,440,85564675.0,40409344.0,Activa
31506,10899,23553,2024-11-17,409,92837858.0,40755201.0,Activa
31507,10899,23554,2024-12-17,379,101929237.0,41464134.0,Activa
31508,10899,23555,2025-01-17,348,110745358.0,41365606.0,Activa
31509,10899,23556,2025-02-17,317,117656359.0,40032184.0,Activa
31510,10899,23557,2025-03-17,289,127252894.0,39472999.0,Activa
31511,10899,23558,2025-04-17,258,136437437.0,37782255.0,Activa
31512,10899,23559,2025-05-17,228,147992722.0,36216779.0,Activa
31513,10899,23560,2025-06-17,197,158793088.0,33576269.0,Activa
31514,10899,23561,2025-07-17,167,165423225.0,29651562.0,Activa
31515,10899,23562,2025-08-17,136,179660853.0,26225694.0,Activa
31516,10899,23563,2025-09-17,105,192532932.0,21698461.0,Activa
31517,10899,23564,2025-10-17,75,204049492.0,16425984.0,Activa
31518,10899,23565,2025-11-17,44,211196886.0,9974125.0,Activa
31519,10899,23566,2025-12-17,14,225182426.0,3383741.0,Activa
31520,10900,23568,2023-04-17,989,1950126.0,1080058.0,Activa
31521,10900,23569,2023-05-17,959,3933014.0,2112186.0,Activa
31522,10900,23576,2023-12-17,745,3656486.0,1525486.0,En Gestión
31523,10900,23577,2024-01-17,714,5668041.0,2266310.0,Activa
31524,10900,23578,2024-02-17,683,7713390.0,2950217.0,En Gestión
31525,10900,23579,2024-03-17,654,9793101.0,3586625.0,En Gestión
31526,10900,23580,2024-04-17,623,11907751.0,4154376.0,Activa
31527,10900,23581,2024-05-17,593,14057927.0,4668356.0,En Gestión
31528,10900,23590,2025-02-17,317,3948470.0,700932.0,Liquidada
31529,10918,23990,2024-01-17,714,595000.0,346944.0,Activa
31530,10918,23994,2024-05-17,593,2386500.0,1155742.0,En Gestión
31531,10918,23995,2024-06-17,562,2590969.0,1189168.0,Activa
31532,10918,23998,2024-09-17,470,989500.0,379803.0,Liquidada
31533,10918,24002,2025-01-17,348,1963500.0,558027.0,En Gestión
31534,10918,24004,2025-03-17,289,1881000.0,443947.0,Liquidada
31535,10918,24008,2025-07-17,167,2685750.0,366292.0,Liquidada
31536,10918,24013,2025-12-17,14,2304000.0,26342.0,Activa
31537,10942,24563,2024-12-17,379,4730952.0,902492.0,En Gestión
31538,10942,24564,2025-01-17,348,9533341.0,1669860.0,Activa
31539,10942,24565,2025-02-17,317,14408246.0,2298932.0,Liquidada
31540,10942,24572,2025-09-17,105,8870535.0,468808.0,En Gestión
31541,10942,24574,2025-11-17,44,11598668.0,256872.0,En Gestión
31542,10947,24689,2024-02-17,683,4950000.0,2479290.0,Activa
31543,10947,24693,2024-06-17,562,4492488.0,1851504.0,Activa
31544,10947,24694,2024-07-17,532,10990323.0,4287691.0,En Gestión
31545,10947,24698,2024-11-17,409,5415000.0,1624139.0,Liquidada
31546,10947,24699,2024-12-17,379,5838130.0,1622611.0,Activa
31547,10947,24700,2025-01-17,348,12185569.0,3109757.0,Activa
31548,10947,24705,2025-06-17,197,6568728.0,948962.0,En Gestión
31549,10947,24706,2025-07-17,167,7329240.0,897588.0,Activa
31550,10947,24707,2025-08-17,136,12332483.0,1229960.0,En Gestión
31551,10965,25125,2024-02-17,683,15594000.0,8130036.0,En Gestión
31552,10965,25126,2024-03-17,654,33064103.0,16506261.0,Activa
31553,10965,25127,2024-04-17,623,41350271.0,19664397.0,Activa
31554,10965,25128,2024-05-17,593,46931192.0,21243717.0,Activa
31555,10965,25135,2024-12-17,379,22385688.0,6476254.0,En Gestión
31556,10965,25139,2025-04-17,258,23695500.0,4666592.0,En Gestión
31557,10965,25140,2025-05-17,228,26716127.0,4649675.0,Activa
31558,10965,25142,2025-07-17,167,13807000.0,1760070.0,En Gestión
31559,10965,25144,2025-09-17,105,21451090.0,1719305.0,Activa
31560,10971,25263,2024-07-17,532,218869.0,124201.0,En Gestión
31561,10971,25264,2024-08-17,501,371786.0,198682.0,En Gestión
31562,10971,25268,2024-12-17,379,321547.0,129991.0,En Gestión
31563,10971,25279,2025-11-17,44,218869.0,10272.0,Activa
31564,10971,25280,2025-12-17,14,371786.0,5552.0,En Gestión
31565,10972,25281,2024-01-17,714,846851.0,433334.0,En Gestión
31566,10972,25285,2024-05-17,593,846851.0,359898.0,Liquidada
31567,10972,25286,2024-06-17,562,1711909.0,689500.0,Activa
31568,10972,25290,2024-10-17,440,1481989.0,467321.0,Activa
31569,10972,25295,2025-03-17,289,1587845.0,328869.0,En Gestión
31570,10972,25297,2025-05-17,228,2081269.0,340079.0,En Gestión
31571,10972,25299,2025-07-17,167,2333285.0,279255.0,Liquidada
31572,10972,25303,2025-11-17,44,846851.0,26704.0,Liquidada
31573,10973,25305,2024-05-17,593,15001117.0,5871137.0,Activa
31574,10973,25310,2024-10-17,440,26251955.0,7623568.0,En Gestión
31575,10973,25312,2024-12-17,379,35887547.0,8976911.0,Activa
31576,10973,25315,2025-03-17,289,35401485.0,6752479.0,En Gestión
31577,10973,25322,2025-10-17,75,26251955.0,1299472.0,Activa
31578,10973,25323,2025-11-17,44,41772861.0,1213084.0,En Gestión
31579,10973,25324,2025-12-17,14,57601081.0,532234.0,Activa
31580,10981,25549,2024-07-17,532,990496.0,444389.0,Activa
31581,10981,25550,2024-08-17,501,2006052.0,847577.0,Activa
31582,10981,25551,2024-09-17,470,3047301.0,1207849.0,Activa
31583,10981,25552,2024-10-17,440,4114894.0,1526900.0,Activa
31584,10981,25553,2024-11-17,409,5209497.0,1796877.0,Activa
31585,10981,25554,2024-12-17,379,6331793.0,2023789.0,Activa
31586,10981,25555,2025-01-17,348,7482483.0,2195959.0,Activa
31587,10981,25556,2025-02-17,317,8662286.0,2315747.0,Activa
31588,10981,25557,2025-03-17,289,9871938.0,2406022.0,Activa
31589,10981,25558,2025-04-17,258,11112194.0,2417791.0,Activa
31590,10981,25559,2025-05-17,228,12383829.0,2381163.0,Activa
31591,10981,25560,2025-06-17,197,13687636.0,2274018.0,Activa
31592,10981,25561,2025-07-17,167,15024429.0,2115990.0,Activa
31593,10981,25562,2025-08-17,136,16395043.0,1880402.0,Activa
31594,10981,25563,2025-09-17,105,17800334.0,1576220.0,Activa
31595,10981,25564,2025-10-17,75,19241178.0,1217005.0,Activa
31596,10981,25565,2025-11-17,44,20718476.0,768794.0,Activa
31597,10981,25566,2025-12-17,14,22233149.0,262499.0,Activa
31598,10990,25749,2025-01-17,348,4418375.0,1809236.0,Activa
31599,10990,25753,2025-05-17,228,5840668.0,1566934.0,Liquidada
31600,10990,25755,2025-07-17,167,5951922.0,1169573.0,Activa
31601,10990,25758,2025-10-17,75,4980006.0,439486.0,En Gestión
31602,11000,25992,2023-08-17,867,245773.0,237235.0,En Gestión
31603,11000,25993,2023-09-17,836,499755.0,465145.0,Liquidada
31604,11000,25994,2023-10-17,806,762220.0,683976.0,Liquidada
31605,11000,25999,2024-03-17,654,245773.0,178952.0,Liquidada
31606,11000,26001,2024-05-17,593,495651.0,327232.0,Activa
31607,11000,26004,2024-08-17,501,245773.0,137087.0,Activa
31608,11000,26005,2024-09-17,470,499755.0,261505.0,En Gestión
31609,11000,26007,2024-11-17,409,626883.0,285453.0,En Gestión
31610,11000,26009,2025-01-17,348,692570.0,268329.0,Liquidada
31611,11000,26013,2025-05-17,228,368659.0,93580.0,Activa
31612,11000,26015,2025-07-17,167,245773.0,45696.0,Activa
31613,11000,26020,2025-12-17,14,368659.0,5746.0,En Gestión
31614,11005,26091,2023-09-17,836,522264.0,196476.0,Activa
31615,11005,26092,2023-10-17,806,1051579.0,381408.0,Activa
31616,11005,26093,2023-11-17,775,1588039.0,553829.0,Activa
31617,11005,26094,2023-12-17,745,2131742.0,714667.0,Activa
31618,11005,26095,2024-01-17,714,2682785.0,861979.0,Activa
31619,11005,26096,2024-02-17,683,3241267.0,996203.0,Activa
31620,11005,26097,2024-03-17,654,3807288.0,1120485.0,Activa
31621,11005,26098,2024-04-17,623,4380950.0,1228199.0,Activa
31622,11005,26099,2024-05-17,593,4962357.0,1324205.0,Activa
31623,11005,26100,2024-06-17,562,5551613.0,1404003.0,Activa
31624,11005,26101,2024-07-17,532,6148824.0,1472028.0,Activa
31625,11005,26102,2024-08-17,501,6754097.0,1522711.0,Activa
31626,11005,26103,2024-09-17,470,7367541.0,1558235.0,Activa
31627,11005,26104,2024-10-17,440,7989267.0,1581875.0,Activa
31628,11005,26105,2024-11-17,409,8619386.0,1586398.0,Activa
31629,11005,26106,2024-12-17,379,9258012.0,1578954.0,Activa
31630,11005,26107,2025-01-17,348,9905259.0,1551164.0,Activa
31631,11005,26108,2025-02-17,317,10561244.0,1506561.0,Activa
31632,11005,26109,2025-03-17,289,11226085.0,1459952.0,Activa
31633,11005,26110,2025-04-17,258,11899901.0,1381579.0,Activa
31634,11005,26111,2025-05-17,228,12582814.0,1290997.0,Activa
31635,11005,26112,2025-06-17,197,13274946.0,1176824.0,Activa
31636,11005,26113,2025-07-17,167,13976422.0,1050328.0,Activa
31637,11005,26114,2025-08-17,136,14687368.0,898867.0,Activa
31638,11005,26115,2025-09-17,105,15407911.0,728024.0,Activa
31639,11005,26116,2025-10-17,75,16138182.0,544664.0,Activa
31640,11005,26117,2025-11-17,44,16878311.0,334191.0,Activa
31641,11005,26118,2025-12-17,14,17628432.0,111059.0,Activa
31642,11016,26363,2023-03-17,1020,6313000.0,4121126.0,Liquidada
31643,11016,26370,2023-10-17,806,11524000.0,5944540.0,Liquidada
31644,11016,26372,2023-12-17,745,10911630.0,5202665.0,En Gestión
31645,11016,26373,2024-01-17,714,23741133.0,10848748.0,Activa
31646,11016,26374,2024-02-17,683,40186963.0,17566525.0,Activa
31647,11016,26384,2024-12-17,379,11400500.0,2765305.0,En Gestión
31648,11016,26387,2025-03-17,289,20676500.0,3824325.0,Liquidada
31649,11016,26388,2025-04-17,258,22906489.0,3782319.0,Activa
31650,11016,26390,2025-06-17,197,6441000.0,812081.0,En Gestión
31651,11016,26393,2025-09-17,105,7357917.0,494452.0,Liquidada
31652,11016,26396,2025-12-17,14,22610547.0,202591.0,Activa
31653,11023,26539,2024-10-17,440,5965000.0,2624600.0,En Gestión
31654,11023,26543,2025-02-17,317,7274000.0,2305858.0,Activa
31655,11023,26546,2025-05-17,228,1377000.0,313956.0,Activa
31656,11023,26547,2025-06-17,197,3169310.0,624354.0,Activa
31657,11023,26548,2025-07-17,167,14825389.0,2475840.0,En Gestión
31658,11023,26549,2025-08-17,136,25051151.0,3406957.0,En Gestión
31659,11037,26868,2023-12-17,745,2260000.0,1313286.0,Activa
31660,11037,26869,2024-01-17,714,7433884.0,4140079.0,Activa
31661,11037,26870,2024-02-17,683,15083837.0,8035763.0,Activa
31662,11037,26871,2024-03-17,654,20683799.0,10551220.0,Activa
31663,11037,26872,2024-04-17,623,25909800.0,12590608.0,Activa
31664,11037,26873,2024-05-17,593,33609089.0,15545548.0,Activa
31665,11037,26874,2024-06-17,562,40292542.0,17662639.0,Activa
31666,11037,26875,2024-07-17,532,44053387.0,18280393.0,Activa
31667,11037,26876,2024-08-17,501,50056236.0,19560976.0,Activa
31668,11037,26877,2024-09-17,470,58539552.0,21460600.0,Activa
31669,11037,26878,2024-10-17,440,62474378.0,21441207.0,Activa
31670,11037,26879,2024-11-17,409,68845278.0,21963021.0,Activa
31671,11037,26880,2024-12-17,379,70700258.0,20900410.0,Activa
31672,11037,26881,2025-01-17,348,73348644.0,19909756.0,Activa
31673,11037,26882,2025-02-17,317,82419002.0,20378922.0,Activa
31674,11037,26883,2025-03-17,289,87962607.0,19828531.0,Activa
31675,11037,26884,2025-04-17,258,95356932.0,19189629.0,Activa
31676,11037,26885,2025-05-17,228,98807284.0,17571887.0,Activa
31677,11037,26886,2025-06-17,197,109100374.0,16764363.0,Activa
31678,11037,26887,2025-07-17,167,112278323.0,14625374.0,Activa
31679,11037,26888,2025-08-17,136,116388636.0,12346507.0,Activa
31680,11037,26889,2025-09-17,105,121383130.0,9941278.0,Activa
31681,11037,26890,2025-10-17,75,129560495.0,7579289.0,Activa
31682,11037,26891,2025-11-17,44,136812211.0,4695395.0,Activa
31683,11037,26892,2025-12-17,14,140695617.0,1536396.0,Activa
31684,11038,26896,2024-11-17,409,1105161.0,263673.0,En Gestión
31685,11038,26898,2025-01-17,348,1667412.0,338485.0,Activa
31686,11038,26899,2025-02-17,317,2433366.0,449970.0,Activa
31687,11038,26900,2025-03-17,289,3212724.0,541612.0,Liquidada
31688,11038,26902,2025-05-17,228,2739634.0,364371.0,En Gestión
31689,11038,26904,2025-07-17,167,2498950.0,243439.0,Activa
31690,11039,26910,2023-02-17,1048,567723.0,400616.0,Activa
31691,11039,26911,2023-03-17,1020,1146914.0,787701.0,Activa
31692,11039,26912,2023-04-17,989,1737805.0,1157251.0,Activa
31693,11039,26913,2023-05-17,959,2340632.0,1511408.0,Activa
31694,11039,26914,2023-06-17,928,2955636.0,1846839.0,Activa
31695,11039,26915,2023-07-17,898,3583063.0,2166511.0,Activa
31696,11039,26916,2023-08-17,867,4223164.0,2465399.0,Activa
31697,11039,26917,2023-09-17,836,4876195.0,2744843.0,Activa
31698,11039,26918,2023-10-17,806,5542417.0,3007907.0,Activa
31699,11039,26919,2023-11-17,775,6222097.0,3246898.0,Activa
31700,11039,26920,2023-12-17,745,6915506.0,3469048.0,Activa
31701,11039,26921,2024-01-17,714,7622922.0,3664796.0,Activa
31702,11039,26922,2024-02-17,683,8344628.0,3837583.0,Activa
31703,11039,26923,2024-03-17,654,9080912.0,3998870.0,Activa
31704,11039,26924,2024-04-17,623,9832069.0,4124422.0,Activa
31705,11039,26925,2024-05-17,593,10598400.0,4231800.0,Activa
31706,11039,26926,2024-06-17,562,11380211.0,4306424.0,Activa
31707,11039,26927,2024-07-17,532,12177814.0,4362255.0,Activa
31708,11039,26928,2024-08-17,501,12991529.0,4382562.0,Activa
31709,11039,26929,2024-09-17,470,13821681.0,4374101.0,Activa
31710,11039,26930,2024-10-17,440,14668602.0,4345818.0,Activa
31711,11039,26931,2024-11-17,409,15532631.0,4277583.0,Activa
31712,11039,26932,2024-12-17,379,16414113.0,4188772.0,Activa
31713,11039,26933,2025-01-17,348,17313401.0,4056876.0,Activa
31714,11039,26934,2025-02-17,317,18230855.0,3891315.0,Activa
31715,11039,26935,2025-03-17,289,19166841.0,3729739.0,Activa
31716,11039,26936,2025-04-17,258,20121734.0,3495548.0,Activa
31717,11039,26937,2025-05-17,228,21095916.0,3238645.0,Activa
31718,11039,26938,2025-06-17,197,22089777.0,2930135.0,Activa
31719,11039,26939,2025-07-17,167,23103713.0,2597936.0,Activa
31720,11039,26940,2025-08-17,136,24138131.0,2210409.0,Activa
31721,11039,26941,2025-09-17,105,25193444.0,1781176.0,Activa
31722,11039,26942,2025-10-17,75,26270075.0,1326639.0,Activa
31723,11039,26943,2025-11-17,44,27368454.0,810836.0,Activa
31724,11039,26944,2025-12-17,14,28489020.0,268556.0,Activa
31725,11049,27266,2024-03-17,654,14396000.0,7971353.0,Liquidada
31726,11049,27270,2024-07-17,532,6549250.0,2949957.0,Activa
31727,11049,27275,2024-12-17,379,4940000.0,1585180.0,Activa
31728,11049,27276,2025-01-17,348,18250476.0,5377320.0,Activa
31729,11049,27281,2025-06-17,197,9115128.0,1520343.0,Activa
31730,11049,27284,2025-09-17,105,4181500.0,371735.0,Activa
31731,11049,27285,2025-10-17,75,15808710.0,1003853.0,En Gestión
31732,11049,27286,2025-11-17,44,25742251.0,958985.0,Liquidada
31733,11049,27287,2025-12-17,14,36676104.0,434734.0,En Gestión
31734,11059,27513,2023-08-17,867,7607000.0,4506767.0,Activa
31735,11059,27515,2023-10-17,806,10829000.0,5964252.0,Activa
31736,11059,27517,2023-12-17,745,12021497.0,6119944.0,Activa
31737,11059,27521,2024-04-17,623,11401000.0,4853596.0,En Gestión
31738,11059,27523,2024-06-17,562,4692000.0,1801884.0,En Gestión
31739,11059,27526,2024-09-17,470,2995000.0,961894.0,Activa
31740,11059,27531,2025-02-17,317,6184000.0,1339557.0,Activa
31741,11059,27539,2025-10-17,75,5212000.0,267115.0,En Gestión
31742,11060,27545,2024-02-17,683,3581798.0,1981558.0,Activa
31743,11060,27548,2024-05-17,593,2865438.0,1376356.0,Activa
31744,11060,27554,2024-11-17,409,3701191.0,1226168.0,Activa
31745,11060,27560,2025-05-17,228,1910292.0,352793.0,Activa
31746,11076,27957,2023-02-17,1048,7047492.0,3766744.0,En Gestión
31747,11076,27958,2023-03-17,1020,11853647.0,6166267.0,En Gestión
31748,11076,27967,2023-12-17,745,4698328.0,1785130.0,Liquidada
31749,11076,27970,2024-03-17,654,9414627.0,3140155.0,Activa
31750,11076,27971,2024-04-17,623,14256999.0,4529876.0,Liquidada
31751,11076,27973,2024-06-17,562,14285058.0,4094383.0,En Gestión
31752,11076,27982,2025-03-17,289,8222074.0,1211851.0,Activa
31753,11076,27991,2025-12-17,14,4698328.0,33546.0,En Gestión
31754,11087,28284,2024-12-17,379,2602056.0,456930.0,En Gestión
31755,11087,28288,2025-04-17,258,2602056.0,311050.0,En Gestión
31756,11093,28396,2024-06-17,562,1886000.0,847946.0,Activa
31757,11093,28397,2024-07-17,532,3081264.0,1311386.0,En Gestión
31758,11093,28399,2024-09-17,470,2824607.0,1062052.0,Activa
31759,11093,28404,2025-02-17,317,305000.0,77348.0,Liquidada
31760,11093,28407,2025-05-17,228,1155000.0,210672.0,Activa
31761,11093,28409,2025-07-17,167,3254860.0,434849.0,En Gestión
31762,11093,28413,2025-11-17,44,739000.0,26013.0,En Gestión
31763,11097,28489,2025-03-17,289,17764961.0,4004578.0,Activa
31764,11097,28496,2025-10-17,75,17764961.0,1039250.0,En Gestión
31765,11097,28498,2025-12-17,14,35737772.0,390256.0,En Gestión
31766,11103,28631,2024-05-17,593,12629358.0,5342303.0,En Gestión
31767,11103,28637,2024-11-17,409,8419572.0,2456438.0,En Gestión
31768,11103,28639,2025-01-17,348,16929234.0,4202513.0,En Gestión
31769,11103,28642,2025-04-17,258,19057131.0,3507274.0,En Gestión
31770,11103,28646,2025-08-17,136,14734251.0,1429419.0,En Gestión
31771,11103,28649,2025-11-17,44,18496642.0,580548.0,Liquidada
31772,11108,28734,2023-04-17,989,947000.0,827315.0,En Gestión
31773,11108,28736,2023-06-17,928,767000.0,628735.0,Activa
31774,11108,28741,2023-11-17,775,1275000.0,872844.0,Activa
31775,11108,28742,2023-12-17,745,2336788.0,1537801.0,En Gestión
31776,11108,28748,2024-06-17,562,1417000.0,703446.0,En Gestión
31777,11108,28749,2024-07-17,532,2845550.0,1337219.0,Activa
31778,11108,28752,2024-10-17,440,2162000.0,840297.0,Activa
31779,11108,28753,2024-11-17,409,3519293.0,1271462.0,En Gestión
31780,11108,28755,2025-01-17,348,458000.0,140789.0,Activa
31781,11108,28756,2025-02-17,317,1376137.0,385341.0,Activa
31782,11109,28767,2024-01-17,714,12948000.0,5762637.0,En Gestión
31783,11109,28773,2024-07-17,532,16269000.0,5395017.0,Liquidada
31784,11109,28779,2025-01-17,348,16939000.0,3674408.0,En Gestión
31785,11109,28781,2025-03-17,289,22286880.0,4014833.0,Liquidada
31786,11109,28784,2025-06-17,197,10773000.0,1322888.0,En Gestión
31787,11109,28790,2025-12-17,14,6319500.0,55148.0,Activa
31788,11112,28855,2023-10-17,806,5041438.0,4740632.0,En Gestión
31789,11112,28864,2024-07-17,532,156000.0,96824.0,Activa
31790,11112,28867,2024-10-17,440,2896365.0,1486801.0,En Gestión
31791,11112,28869,2024-12-17,379,4046869.0,1789391.0,En Gestión
31792,11112,28877,2025-08-17,136,2908250.0,461442.0,Activa
31793,11112,28879,2025-10-17,75,3775520.0,330358.0,Activa
31794,11112,28880,2025-11-17,44,7734663.0,397046.0,Liquidada
31795,11113,28882,2024-05-17,593,3993000.0,2123171.0,Activa
31796,11113,28883,2024-06-17,562,4930412.0,2484566.0,Liquidada
31797,11113,28884,2024-07-17,532,10559040.0,5036944.0,Liquidada
31798,11113,28885,2024-08-17,501,11494078.0,5163485.0,En Gestión
31799,11113,28891,2025-02-17,317,2387000.0,678489.0,Liquidada
31800,11113,28893,2025-04-17,258,5033605.0,1164474.0,Liquidada
31801,11115,28928,2025-01-17,348,13192000.0,3228874.0,En Gestión
31802,11115,28932,2025-05-17,228,5380000.0,862737.0,Activa
31803,11115,28933,2025-06-17,197,12824518.0,1776922.0,En Gestión
31804,11115,28935,2025-08-17,136,12560058.0,1201411.0,Activa
31805,11122,29099,2023-10-17,806,4468500.0,2725219.0,En Gestión
31806,11122,29122,2025-09-17,105,1773000.0,140865.0,Activa
31807,11122,29124,2025-11-17,44,4280124.0,142500.0,En Gestión
31808,11127,29231,2023-05-17,959,595500.0,502554.0,En Gestión
31809,11127,29232,2023-06-17,928,1039221.0,848669.0,En Gestión
31810,11127,29236,2023-10-17,806,677000.0,480183.0,En Gestión
31811,11127,29237,2023-11-17,775,971873.0,662817.0,Liquidada
31812,11127,29243,2024-05-17,593,482000.0,251527.0,Activa
31813,11127,29244,2024-06-17,562,754725.0,373257.0,Activa
31814,11127,29251,2025-01-17,348,670250.0,205257.0,Activa
31815,11127,29254,2025-04-17,258,241000.0,54717.0,Liquidada
31816,11127,29257,2025-07-17,167,1052840.0,154725.0,En Gestión
31817,11127,29262,2025-12-17,14,509000.0,6271.0,Liquidada
31818,11128,29264,2024-06-17,562,22372807.0,6705876.0,Activa
31819,11128,29266,2024-08-17,501,33738193.0,9014845.0,Activa
31820,11128,29272,2025-02-17,317,22372807.0,3782496.0,En Gestión
31821,11128,29278,2025-08-17,136,14915205.0,1081850.0,En Gestión
31822,11128,29279,2025-09-17,105,30069053.0,1683867.0,Activa
31823,11138,29524,2025-01-17,348,640847.0,120428.0,Activa
31824,11138,29527,2025-04-17,258,961271.0,133924.0,Activa
31825,11138,29528,2025-05-17,228,1617691.0,199170.0,Liquidada
31826,11138,29529,2025-06-17,197,2284745.0,243051.0,Activa
31827,11138,29532,2025-09-17,105,1701921.0,96499.0,Activa
31828,11153,29845,2024-08-17,501,715183.0,293811.0,Activa
31829,11153,29847,2024-10-17,440,1439163.0,519250.0,Liquidada
31830,11153,29851,2025-02-17,317,1251571.0,325333.0,Activa
31831,11153,29854,2025-05-17,228,1572161.0,293931.0,Activa
31832,11153,29857,2025-08-17,136,715183.0,79757.0,En Gestión
31833,11155,29896,2023-11-17,775,853125.0,326178.0,Activa
31834,11155,29897,2023-12-17,745,1718876.0,631744.0,Activa
31835,11155,29898,2024-01-17,714,2597440.0,914922.0,Activa
31836,11155,29899,2024-02-17,683,3489007.0,1175609.0,Activa
31837,11155,29900,2024-03-17,654,4393769.0,1417606.0,Activa
31838,11155,29901,2024-04-17,623,5311922.0,1632602.0,Activa
31839,11155,29902,2024-05-17,593,6243663.0,1826563.0,Activa
31840,11155,29903,2024-06-17,562,7189194.0,1993228.0,Activa
31841,11155,29904,2024-07-17,532,8148719.0,2138658.0,Activa
31842,11155,29905,2024-08-17,501,9122445.0,2254704.0,Activa
31843,11155,29906,2024-09-17,470,10110582.0,2344307.0,Activa
31844,11155,29907,2024-10-17,440,11113344.0,2412337.0,Activa
31845,11155,29908,2024-11-17,409,12130946.0,2447701.0,Activa
31846,11155,29909,2024-12-17,379,13163609.0,2461244.0,Activa
31847,11155,29910,2025-01-17,348,14211555.0,2439840.0,Activa
31848,11155,29911,2025-02-17,317,15275011.0,2388808.0,Activa
31849,11155,29912,2025-03-17,289,16354206.0,2331674.0,Activa
31850,11155,29913,2025-04-17,258,17449373.0,2220956.0,Activa
31851,11155,29914,2025-05-17,228,18560749.0,2087713.0,Activa
31852,11155,29915,2025-06-17,197,19688573.0,1913467.0,Activa
31853,11155,29916,2025-07-17,167,20833089.0,1716369.0,Activa
31854,11155,29917,2025-08-17,136,21994544.0,1475687.0,Activa
31855,11155,29918,2025-09-17,105,23173188.0,1200371.0,Activa
31856,11155,29919,2025-10-17,75,24369276.0,901663.0,Activa
31857,11155,29920,2025-11-17,44,25583066.0,555323.0,Activa
31858,11155,29921,2025-12-17,14,26814820.0,185201.0,Activa
31859,11167,30422,2024-03-17,654,933933.0,307432.0,En Gestión
31860,11167,30424,2024-05-17,593,1274532.0,380418.0,Liquidada
31861,11167,30425,2024-06-17,562,1827453.0,516938.0,Activa
31862,11167,30431,2024-12-17,379,533676.0,101806.0,En Gestión
31863,11167,30433,2025-02-17,317,1071382.0,170946.0,Activa
31864,11167,30439,2025-08-17,136,800514.0,54798.0,Activa
31865,11185,30905,2025-01-17,348,2055000.0,550658.0,Activa
31866,11185,30914,2025-10-17,75,4286000.0,247516.0,Activa
31867,11185,30916,2025-12-17,14,3843004.0,41428.0,Activa
31868,11190,31012,2023-11-17,775,18592962.0,11335509.0,Liquidada
31869,11190,31025,2024-12-17,379,27889443.0,8315144.0,Activa
31870,11190,31027,2025-02-17,317,42163260.0,10514393.0,Activa
31871,11190,31029,2025-04-17,258,49468600.0,10040147.0,Activa
31872,11190,31031,2025-06-17,197,18592962.0,2881413.0,Liquidada
31873,11190,31032,2025-07-17,167,37624718.0,4942885.0,Liquidada
31874,11190,31033,2025-08-17,136,57105623.0,6109540.0,Activa
31875,11190,31037,2025-12-17,14,27889443.0,307156.0,En Gestión
31876,11192,31074,2024-04-17,623,983500.0,575957.0,En Gestión
31877,11192,31076,2024-06-17,562,819618.0,432988.0,Liquidada
31878,11192,31086,2025-04-17,258,1222250.0,296420.0,Activa
31879,11192,31088,2025-06-17,197,1400858.0,259411.0,Activa
31880,11192,31093,2025-11-17,44,429000.0,17743.0,Activa
31881,11206,31471,2024-10-17,440,316206.0,99247.0,Activa
31882,11206,31472,2024-11-17,409,639179.0,186483.0,Activa
31883,11206,31473,2024-12-17,379,969063.0,261989.0,Activa
31884,11206,31474,2025-01-17,348,1306007.0,324203.0,Activa
31885,11206,31475,2025-02-17,317,1650162.0,373146.0,Activa
31886,11206,31476,2025-03-17,289,2001681.0,412653.0,Activa
31887,11206,31477,2025-04-17,258,2360723.0,434467.0,Activa
31888,11206,31478,2025-05-17,228,2727448.0,443592.0,Activa
31889,11206,31479,2025-06-17,197,3102021.0,435917.0,Activa
31890,11206,31480,2025-07-17,167,3484610.0,415110.0,Activa
31891,11206,31481,2025-08-17,136,3875387.0,375964.0,Activa
31892,11206,31482,2025-09-17,105,4274526.0,320162.0,Activa
31893,11206,31483,2025-10-17,75,4682207.0,250498.0,Activa
31894,11206,31484,2025-11-17,44,5098612.0,160028.0,Activa
31895,11206,31485,2025-12-17,14,5523928.0,55166.0,Activa
31896,11207,31490,2024-10-17,440,2237250.0,1181268.0,Activa
31897,11207,31493,2025-01-17,348,136000.0,56794.0,En Gestión
31898,11207,31494,2025-02-17,317,1534896.0,583874.0,Activa
31899,11207,31495,2025-03-17,289,1855152.0,643367.0,En Gestión
31900,11207,31497,2025-05-17,228,950000.0,259920.0,En Gestión
31901,11207,31498,2025-06-17,197,2773200.0,655584.0,En Gestión
31902,11207,31500,2025-08-17,136,445000.0,72624.0,Activa
31903,11207,31501,2025-09-17,105,1853020.0,233481.0,En Gestión
31904,11224,31938,2023-01-17,1079,5696000.0,4814354.0,Activa
31905,11224,31939,2023-02-17,1048,13605856.0,11169501.0,Activa
31906,11224,31940,2023-03-17,1020,22326594.0,17838949.0,Activa
31907,11224,31941,2023-04-17,989,23883269.0,18502767.0,Activa
31908,11224,31942,2023-05-17,959,26784526.0,20120982.0,Activa
31909,11224,31943,2023-06-17,928,35311962.0,25669442.0,Activa
31910,11224,31944,2023-07-17,898,40207793.0,28283502.0,Activa
31911,11224,31945,2023-08-17,867,49028676.0,33297825.0,Activa
31912,11224,31946,2023-09-17,836,50804850.0,33270403.0,Activa
